NaN,-0.33231,0.30339,0.54152,0.80308,-0.33524,-0.96271,-0.32501,0.35824,-0.9685,0.33927,0.2432,0.8845,0.76573,-0.80795,-0.16524,0.68926,0.3177,-0.69237,0.27785,0.18973,0.6555,0.63327,-0.17609,-0.73574,0.67138,0.89953,0.6057,0.16246,-0.75653,-0.44438,-0.13369,0.26121,-0.53263,0.26641,-0.81392,0.28031,-0.55827,-0.31397,0.94293,0.78339,0.48647,0.31654,-0.42843,0.096107,0.24038,0.70321,0.8075,0.94321,-0.29913,0.3036,-0.631,-0.83409,-0.92434,0.80103,-0.77262,-0.52786,0.74164,0.48187,0.45643,-0.74108,-0.58307,-0.044931,0.20401,-0.31582,-0.36512,0.98939,-0.35285,-0.12755,-0.16727,0.39956,0.90277,0.39159,-0.26014,-0.6249,-0.33482,-0.667,-0.74019,-0.79294,0.1301,-0.98413,-0.70841,-0.37203,-0.23271,-0.19639,0.51746,0.68477,-0.51248,0.30358,0.83575,0.65901,-0.67949,-0.67554,0.30705,-0.49485,0.39296,-0.37033,0.14571,-0.16021,0.52003,0.11987,0.46808,0.057059,0.34721,0.47044,-0.7082,-0.98305,-0.17322,0.94911,0.6176,-0.47649,-0.58379,-0.69612,-0.62735,-0.86518,0.56646,-0.57875,0.43915,0.6504,-0.59762,-0.43162,0.12903,0.65957,-0.41798,-0.16155,0.86537,-0.2554,-0.56177,0.35229,0.94562,0.070495,0.12297,-0.53419,-0.32021,-0.28765,0.0011472,-0.96023,-0.55811,-0.85397,0.38651,0.72918,-0.95374,0.063689,-0.0010608,-0.069569,0.39084,0.47047,0.081561,-0.77114,-0.25088,-0.40923,0.18174,0.67857,0.94272,-0.38506,0.75569,-0.24632,-0.66643,0.40642,-0.042524,0.39525,0.44082,0.68135,-0.48537,-0.62541,0.88924,-0.32407,-0.90194,-0.57296,0.13881,-0.97362,-0.84609,-0.061036,0.012088,0.78103,-0.85472,-0.58251,-0.62158,-0.56743,0.78003,-0.04,-0.98518,-0.60269,-0.72743,0.25609,0.61315,0.075565,-0.78908,-0.12613,0.65173,-0.8964,0.030352,0.41471,-0.63227,-0.40848,0.32783,0.49713,-0.92757,0.37479,0.84151
0.21837,NaN,-0.70788,0.3716,-0.20792,0.97658,0.45666,-0.14113,-0.028995,0.36779,-0.8803,0.82325,0.69886,0.02378,-0.60123,-0.45366,-0.54249,-0.76164,0.92359,0.40531,0.070241,0.20648,0.41104,-0.96942,0.52145,-0.2317,-0.97927,0.60624,-0.85879,0.96809,-0.27629,-0.32311,0.026804,0.95756,-0.70645,-0.12428,-0.38677,0.57118,0.78969,-0.71428,-0.37396,-0.41203,-0.64583,0.8625,0.56138,-0.12853,0.41465,0.041393,0.16225,-0.45962,0.22561,-0.010178,0.67825,0.65509,-0.85814,0.46896,-0.44921,0.76659,-0.46506,0.085135,-0.015904,-0.84657,0.852,-0.57091,0.67808,0.62065,-0.63769,0.4991,-0.99701,-0.46267,-0.54181,-0.061511,-0.40796,0.6953,-0.79036,0.17547,0.58842,0.088202,-0.35862,0.090099,-0.070662,-0.12269,0.15314,-0.68374,-0.90041,-0.83329,0.35719,-0.66453,0.78534,-0.29091,0.85432,-0.53366,0.84016,0.3314,0.19919,0.052838,-0.18019,0.054428,0.31852,-0.82272,0.73951,0.5077,-0.46443,-0.41223,0.34899,0.67603,-0.27411,0.085993,-0.83762,0.59098,-0.26504,-0.23284,-0.5403,0.35318,0.018629,0.4292,-0.13789,0.26657,-0.81842,-0.99964,0.466,0.27361,-0.37116,-0.052358,0.32771,-0.95124,0.98844,-0.02905,-0.23305,0.29267,-0.205,-0.05225,0.86482,0.3174,0.38444,0.52009,-0.1258,0.63014,0.53003,-0.00026605,-0.80126,0.49865,-0.91786,-0.22863,0.83827,0.72307,0.51878,0.24225,0.37478,0.97346,-0.90561,0.35635,0.60187,-0.36929,-0.34946,0.92096,-0.33482,0.32866,0.57761,0.47337,-0.28833,0.19543,-0.22031,0.8824,-0.89274,0.34244,-0.075713,-0.38285,0.95958,0.91036,0.30609,-0.39257,0.50617,0.098454,0.75375,0.93751,0.54853,-0.19926,-0.012208,-0.84636,-0.95189,0.15346,-0.068198,-0.37725,-0.95226,0.64039,0.48247,-0.29231,-0.90762,-0.52738,0.42171,-0.64967,0.061255,-0.90243,0.10359,0.14412,0.55452,0.94421,0.37159,0.84929
-0.99038,-0.011286,NaN,0.73533,0.38553,-0.052566,0.63332,0.58756,-0.93056,0.7558,-0.23145,0.21226,-0.72543,-0.24759,0.21411,-0.37058,-0.14325,-0.74156,0.75251,0.7219,-0.33289,0.63568,0.15308,0.50134,0.23446,-0.981,-0.66434,0.75327,-0.25151,0.1862,0.56091,-0.090664,0.11199,0.88604,0.13073,-0.37606,-0.76856,-0.41819,0.0083201,0.71382,-0.43435,-0.63131,0.2517,0.5997,0.11776,-0.16834,-0.14291,-0.67553,0.93677,0.48924,0.74757,-0.32912,-0.2989,-0.94348,0.9675,0.78004,-0.72376,-0.31398,-0.51151,0.26152,0.67874,0.17058,0.082819,0.34513,0.25994,-0.79475,-0.079088,-0.5536,-0.56104,0.46148,0.59797,0.41456,-0.61643,-0.45037,0.88161,0.61113,-0.87512,-0.33785,0.45982,0.94786,-0.76649,-0.089479,-0.75666,0.28377,-0.36702,0.02548,0.84702,0.28884,-0.099562,-0.86375,0.6455,-0.67233,-0.78621,0.0068688,-0.51741,0.25796,0.030748,-0.48942,-0.16092,0.36542,-0.55764,-0.87478,-0.61404,-0.71574,0.98057,-0.73974,0.37929,0.93894,-0.14399,-0.77559,-0.6612,0.5876,0.67179,-0.2854,0.10576,0.33313,-0.13441,0.14725,-0.58724,0.62,0.14074,0.37484,0.081536,0.22049,-0.60912,0.56699,0.27784,-0.43516,0.74339,0.92486,0.19485,-0.60633,-0.10737,-0.25633,0.86235,0.13054,-0.8948,0.14087,-0.033961,-0.61047,0.47661,0.33571,-0.071575,-0.39568,-0.08004,0.10137,-0.87433,-0.41147,-0.094215,-0.13339,0.60155,0.070209,-0.7878,0.15591,0.88879,-0.1039,-0.30487,-0.33001,-0.98267,0.17225,0.11115,-0.69961,0.24476,-0.20444,0.85996,-0.074273,-0.36034,-0.11601,0.46451,0.24924,-0.20459,0.3341,0.85186,0.47948,-0.17799,-0.42902,-0.39826,0.39777,0.43284,-0.36866,0.75371,0.52546,0.51681,-0.5759,-0.96532,-0.30408,0.9746,0.33623,0.25303,-0.57795,0.73614,0.52585,-0.24413,0.056002,0.83754,-0.71393,-0.098095,-0.072008,0.016967,-0.14177
0.17546,-0.93758,0.25123,NaN,-0.59103,0.49372,-0.76756,-0.71687,-0.77112,-0.13639,-0.017528,-0.029309,0.32145,0.76752,0.41942,0.16339,-0.26342,-0.84406,-0.022741,-0.24068,0.70937,0.91109,0.98812,-0.87575,-0.20471,-0.38195,0.51054,-0.82505,-0.93282,-0.46091,-0.10867,0.53995,0.97486,0.96213,-0.19377,-0.2417,0.9111,-0.88563,0.12445,0.5241,-0.87058,-0.67409,0.75291,-0.33785,-0.39662,-0.42961,0.24039,-0.71278,-0.91712,0.44598,0.58535,-0.5863,0.81127,-0.26552,0.81139,-0.11418,-0.64724,0.90784,-0.66928,-0.46185,0.15714,-0.47248,0.056201,-0.35228,-0.50795,-0.57447,0.12148,0.91073,-0.22382,0.06822,0.52159,-0.018684,-0.35367,-0.12425,-0.74237,-0.67535,-0.81127,-0.8714,-0.26822,-0.76343,0.43707,-0.36373,0.33667,-0.92318,0.74244,0.73387,0.94945,-0.97465,0.73387,-0.60717,-0.76481,0.13717,-0.71292,-0.93714,-0.32173,0.24129,-0.43452,0.61934,0.87098,0.81822,0.61909,0.55687,-0.65226,0.92669,-0.1202,0.37312,-0.19073,-0.85032,-0.83688,0.0021333,0.46583,0.54586,0.56486,-0.63964,-0.37421,-0.2657,0.74247,0.62886,0.58648,0.80614,0.24785,-0.85611,-0.86985,0.51909,-0.65274,-0.69068,-0.099699,-0.039895,-0.64416,0.54433,-0.31366,0.68522,0.51721,0.49945,-0.13464,0.54787,0.71298,0.17546,-0.66255,0.3296,-0.4357,-0.98271,0.38413,0.55519,-0.56333,0.84222,0.59388,-0.33983,0.68747,0.63087,-0.60066,-0.81538,0.42995,-0.676,0.73575,0.32032,0.22454,0.026476,-0.49891,0.45339,0.062027,0.14601,0.63007,-0.23208,0.2047,-0.69075,-0.26505,-0.16286,-0.056486,-0.87448,-0.15661,0.26171,0.79776,0.8715,-0.86882,0.64858,0.56232,0.30163,-0.12719,0.83846,0.35672,-0.29675,-0.1772,0.46255,-0.89368,0.99421,-0.6399,-0.059414,-0.81612,0.5976,0.48396,0.19142,-0.015464,0.31535,0.26415,-0.84184,-0.87944,0.18208,-0.95382,-0.18067
0.55492,0.65515,-0.91255,0.25221,NaN,0.33992,-0.022887,0.2162,-0.84675,0.26269,0.54832,0.15348,-0.92302,-0.50848,0.78106,0.37872,0.3921,0.47048,-0.18585,0.42425,-0.46871,0.30076,-0.077613,-0.13663,0.68254,0.67349,0.66764,0.33583,-0.18771,-0.13599,-0.88538,0.5114,0.2538,-0.86607,-0.89204,0.99118,0.6483,0.3978,0.57869,0.52052,-0.87897,-0.84842,-0.64359,0.47484,-0.07877,0.81018,0.28238,-0.87189,-0.62274,0.71344,0.44885,-0.78967,0.15578,-0.65038,0.87799,-0.18383,-0.25536,-0.38054,0.21433,0.18362,-0.44874,0.16743,0.68415,0.26829,-0.042972,-0.10716,0.31239,-0.96887,0.44871,-0.24977,-0.31849,-0.26869,0.86673,-0.36394,-0.33129,0.19149,-0.13199,-0.82489,0.020375,0.26911,0.33513,0.85103,-0.6389,-0.8663,0.86281,0.31867,-0.88385,-0.97827,0.50097,0.0070886,-0.6596,-0.69429,0.27914,0.52669,0.32874,0.44023,-0.05024,0.50989,0.42479,-0.69164,-0.71154,-0.96674,-0.63213,0.14109,0.40802,0.88061,-0.52628,-0.9056,0.70563,-0.86047,-0.37024,0.56342,0.39981,-0.17307,-0.27527,-0.64142,0.49399,-0.70726,0.36346,-0.11869,-0.48656,0.95993,-0.46447,-0.29894,0.91291,-0.85349,0.48856,0.36833,-0.78899,0.80985,-0.61714,0.14278,-0.17721,0.47708,0.21974,0.2511,0.64507,0.33064,-0.41249,-0.67249,-0.7595,0.2982,0.59638,-0.75068,-0.45924,-0.86671,-0.80998,-0.9999,-0.61415,-0.87148,-0.12405,-0.21783,0.95362,0.43831,0.26627,-0.64418,0.01225,-0.078121,-0.81359,-0.21534,-0.23159,-0.19664,0.91404,0.52619,0.90134,-0.84498,-0.16981,-0.090011,0.30632,-0.5884,-0.59092,-0.83972,-0.29791,-0.9876,0.69469,0.72088,0.78998,-0.73176,0.81882,-0.44678,0.63861,0.65281,0.6677,0.69912,0.53781,-0.44361,-0.78476,-0.62544,0.15189,-0.38965,0.93482,0.79159,-0.3369,-0.34005,-0.77446,0.0082459,-0.34302,0.44128,0.42002,0.99187
0.31437,-0.47149,0.59585,-0.77771,0.24477,NaN,-0.3051,0.86126,0.21565,0.17208,-0.70438,0.9642,-0.70367,-0.67199,0.20528,0.72774,0.88876,0.1123,-0.74685,0.047041,0.86788,0.25529,-0.013293,0.085559,-0.92336,-0.43733,0.21172,0.0048439,0.31592,0.86102,-0.90401,0.98479,0.70403,-0.60949,-0.72803,0.73898,-0.69561,0.27667,-0.29814,-0.081164,0.15817,-0.12604,0.29115,0.13488,0.84184,0.36556,0.7755,0.70929,0.03952,0.83764,-0.18169,-0.69273,-0.89783,0.008146,0.34372,-0.17229,0.97346,0.86303,0.23014,0.73261,-0.27531,-0.92619,-0.64071,-0.28884,0.98623,-0.2269,0.62444,0.62479,0.5342,-0.23519,-0.53794,0.22757,0.33524,-0.74886,0.60975,0.89441,-0.97644,-0.18104,-0.48232,-0.7051,0.11841,0.44303,-0.64409,0.077972,-0.14853,-0.86229,-0.94724,-0.17296,-0.10367,-0.21448,0.5889,0.34125,-0.46998,0.57368,-0.88638,-0.90964,-0.94279,0.41667,0.90513,0.87846,0.14953,-0.30101,-0.40829,-0.59018,0.73857,-0.089284,0.91349,-0.44989,0.7678,0.73385,0.31284,0.019637,0.69577,0.60192,0.49847,-0.11461,-0.20672,-0.46725,-0.060019,-0.26833,-0.66086,-0.87655,-0.28846,0.87681,0.97007,0.71118,-0.50417,-0.60394,-0.70924,-0.95057,-0.98988,-0.25047,0.41652,-0.335,0.37555,0.60859,-0.039718,-0.66486,-0.45082,-0.22239,0.66848,-0.71239,-0.077519,0.077294,-0.98114,0.92658,-0.94005,-0.82677,0.33816,-0.14449,-0.2323,-0.1056,-0.81777,-0.95198,0.11302,0.14041,-0.48926,0.32203,0.56922,0.77231,0.5025,-0.32114,-0.008663,-0.68137,0.084666,-0.085137,0.92481,-0.6178,-0.55326,-0.85604,0.5871,-0.26528,0.70563,-0.67694,-0.52787,0.066995,-0.62579,0.43,-0.093818,0.2475,-0.60815,0.60571,-0.088096,-0.0021854,0.17895,-0.031589,0.094377,-0.94068,0.31581,-0.24706,0.88273,0.64258,0.28184,-0.66332,-0.6585,0.057624,-0.94239,-0.97658,-0.80478,0.92544
0.056629,0.355,0.97242,-0.57261,0.37604,-0.45491,NaN,0.27289,-0.53307,-0.54518,-0.028932,0.037137,-0.63047,0.31721,0.72491,-0.57828,-0.56423,0.66874,0.85085,-0.27302,-0.22033,0.29313,-0.45208,0.2203,-0.80759,0.56269,0.035834,-0.32888,0.15048,0.015771,0.06163,-0.59385,-0.019499,-0.15319,-0.21898,0.89581,-0.21422,0.29542,-0.55964,-0.23183,0.67393,-0.45676,0.76824,-0.96787,0.77236,-0.79147,0.98721,0.94891,0.28171,-0.46198,0.99531,0.74666,-0.56869,-0.0080276,0.45311,0.7574,0.7177,-0.6762,0.85502,0.85109,0.068683,0.79303,-0.44766,-0.69484,0.45318,0.5493,0.55273,-0.60575,-0.51862,-0.56568,0.41756,0.3069,0.5028,0.28002,-0.7178,-0.12828,-0.65617,0.46328,0.15416,-0.57129,0.13446,0.27312,0.62042,0.83651,0.73231,0.85028,0.41954,-0.35306,0.2133,0.81061,-0.24157,0.79326,-0.98007,0.64786,0.97835,0.61167,-0.72244,0.64206,0.83074,0.88302,-0.23248,0.33579,-0.24488,-0.4724,-0.87162,-0.77723,-0.50691,0.23425,-0.54749,0.75756,0.3256,-0.4861,-0.74072,-0.49743,0.60339,0.6272,-0.66707,-0.25104,0.79554,-0.27039,-0.52131,-0.43687,-0.89255,-0.71511,0.88276,0.084542,0.62498,-0.68142,-0.34346,0.86334,-0.7338,-0.80852,0.33439,0.53563,0.58966,0.091062,0.30483,-0.087317,-0.41544,-0.69381,0.52848,0.3044,-0.83664,0.70355,0.64275,0.72972,0.80323,0.9106,0.074978,-0.96011,0.079836,-0.88258,0.65938,-0.31473,-0.26047,0.75073,0.98592,-0.74655,-0.96796,0.92054,0.35967,0.098702,0.68753,0.69676,0.93406,-0.2002,0.18728,-0.91752,0.91833,-0.96339,0.41882,0.84229,0.49459,0.83373,-0.88683,0.30543,0.67211,0.80266,-0.14256,-0.016456,-0.085977,-0.7906,0.82543,0.3389,-0.16885,0.56646,-0.58945,0.048684,0.038489,-0.96047,-0.65552,0.33704,0.85307,-0.66908,-0.65929,0.5073,0.12611,0.66055,-0.55688,0.63948
0.65155,0.58773,-0.12651,-0.92726,-0.40643,-0.43217,-0.42943,NaN,-0.71598,0.56931,-0.85633,-0.3026,0.29072,-0.48876,0.35191,0.013503,0.50601,-0.78775,-0.98884,-0.13065,0.36613,-0.87573,0.31021,-0.12753,0.8962,0.063028,0.88572,0.17712,0.95191,-0.8718,0.53354,-0.24917,-0.96008,0.074153,-0.084889,-0.49139,-0.074474,0.76521,0.64566,-0.78514,-0.30521,-0.52579,-0.49897,-0.14897,0.75895,-0.83304,0.45671,0.85805,-0.31854,0.3763,0.24762,0.44874,-0.70663,0.72976,-0.81326,0.054433,0.46798,0.90588,0.91644,0.90224,0.87641,-0.64946,-0.68738,-0.83103,-0.94166,-0.051538,-0.40686,-0.49216,-0.92904,0.69029,-0.18711,-0.57204,0.94559,0.39128,0.088471,-0.47758,0.96275,0.68923,-0.064891,-0.931,-0.066741,0.8916,-0.88505,-0.66657,-0.038714,-0.92129,0.27994,-0.31077,0.40049,-0.51323,0.78476,0.3497,0.70522,-0.23431,0.80798,-0.21111,-0.76231,-0.33389,-0.63465,-0.12705,0.30121,0.16516,0.26853,-0.81846,-0.62745,-0.87677,-0.92386,-0.20561,-0.042279,0.78236,0.051804,0.19966,-0.67706,0.32998,0.20139,-0.6985,0.083666,-0.79388,-0.18294,-0.42425,-0.81793,-0.079046,-0.11285,-0.29672,-0.39705,0.038229,-0.079527,0.75008,0.63232,-0.51919,0.073421,-0.24381,0.83058,-0.46266,0.73311,-0.50159,-0.48859,-0.28027,0.88246,-0.89456,0.53138,-0.33631,0.36189,-0.25871,0.8599,-0.90327,0.47735,-0.62678,-0.020637,-0.23696,-0.21058,0.43384,-0.44039,-0.030789,0.062376,-0.62207,0.067389,0.087389,0.66933,0.15603,0.18219,0.71179,0.088447,-0.33007,-0.6763,0.7884,-0.1035,0.25691,-0.48629,0.077833,-0.84821,0.63184,-0.5466,-0.83281,0.68198,0.92401,0.73678,0.2935,-0.0053518,0.012856,-0.10206,-0.87187,-0.80531,-0.13982,0.6345,-0.67856,0.17166,-0.23204,-0.86027,0.18945,0.42185,0.24295,0.28088,-0.90827,0.59255,0.4826,-0.38415,0.25485,0.067834,0.31728
0.92487,0.36369,-0.3105,-0.11091,0.14312,0.43451,0.64879,0.39669,NaN,-0.42473,0.57489,0.96575,0.71311,-0.68479,0.57,-0.1499,0.039677,-0.48688,-0.62722,0.3752,-0.44998,0.87639,-0.18589,-0.83786,-0.20797,-0.69217,0.48241,-0.29613,-0.11672,0.31822,0.22926,0.41734,-0.51234,-0.073446,-0.33618,-0.90302,0.47564,-0.67186,-0.84792,-0.089056,-0.30314,-0.7069,0.17244,-0.94124,0.94069,-0.97321,0.011646,-0.18096,0.29666,0.23599,-0.29367,-0.99283,-0.1674,0.14228,-0.72905,-0.74451,0.17955,0.75704,0.60362,-0.86659,-0.43338,0.44188,0.56822,0.4776,0.10541,0.59358,-0.63953,-0.10069,0.9046,-0.85652,0.88997,0.11742,-0.14418,0.86016,0.73813,0.86823,0.087011,-0.18352,0.46215,0.5482,-0.25844,0.46066,0.16651,-0.75078,0.81668,0.98144,-0.064125,-0.51164,-0.53306,-0.53423,0.25683,0.3159,-0.38355,-0.29279,0.58811,-0.66997,0.022009,-0.02287,0.33705,-0.50819,0.094329,0.58723,-0.23998,0.35705,-0.98889,0.55238,-0.47339,0.4137,0.27725,0.27402,0.1415,0.12912,-0.59663,-0.64607,-0.40795,-0.95861,-0.95949,0.47875,0.3171,0.67019,0.70969,0.63574,0.124,0.10677,0.85324,-0.71688,0.47788,0.29497,0.32093,-0.67747,-0.68596,-0.8479,0.47557,-0.6126,-0.10991,0.79028,0.35203,-0.765,-0.1825,0.38466,-0.8104,0.29114,0.64321,-0.29525,-0.0057118,0.31865,-0.80756,0.39367,-0.39416,-0.17205,-0.1373,-0.403,-0.90178,0.96703,0.39086,0.041267,-0.37424,-0.73517,-0.86166,-0.35053,-0.85655,-0.092501,0.2038,0.26675,-0.99918,0.081399,-0.45312,0.59268,0.98845,0.80255,0.74153,-0.48212,0.68831,-0.29209,-0.8068,-0.28319,0.46812,-0.70538,-0.054038,-0.34142,-0.54226,-0.58522,0.8385,-0.54894,0.63982,0.74238,0.74273,0.10505,0.75109,0.050299,0.17684,0.97735,0.24585,-0.54173,-0.46207,-0.64546,-0.10884,0.99369,0.23875,-0.97019
-0.37253,0.30152,-0.90239,-0.34684,-0.36755,-0.63073,-0.65388,-0.48578,0.8606,NaN,-0.21254,0.98402,0.70675,-0.44679,0.073296,-0.5206,0.52015,-0.89175,-0.35188,-0.5463,-0.94408,0.79743,-0.40007,-0.43209,0.064524,0.050507,0.40216,-0.58656,0.55567,-0.10166,0.86487,-0.673,0.10015,0.25182,0.71467,0.66368,0.75131,0.33334,-0.83563,-0.70551,-0.91695,-0.058351,-0.026254,0.56835,0.50461,0.83752,-0.90214,0.80322,-0.28912,-0.85689,-0.63455,0.62083,0.75512,-0.65797,0.62129,-0.57693,-0.52233,0.014341,0.22531,0.89228,0.27962,-0.7628,0.22717,0.67483,0.27743,-0.95028,0.68383,0.16532,0.060968,-0.27496,0.30738,0.91261,-0.39473,0.55909,0.88457,-0.64324,0.83089,0.39685,-0.79015,-0.48467,-0.92991,0.043854,0.40836,-0.97261,-0.49893,0.39927,0.11433,-0.18029,-0.091835,-0.96787,-0.50555,-0.17189,0.81706,-0.33896,-0.83042,0.79458,0.87782,0.96202,-0.80695,-0.85709,-0.23418,-0.83976,-0.072172,0.88296,0.73023,-0.99457,0.61414,-0.22505,-0.18761,0.40167,0.55086,-0.29108,0.064293,-0.13583,0.35474,0.61727,-0.75932,-0.34797,0.91684,0.95176,0.75892,-0.64839,0.9404,0.89873,0.061168,-0.86621,0.097064,0.15496,-0.52578,0.92263,-0.1448,-0.6146,-0.36265,-0.92083,0.43877,0.71017,-0.46764,-0.46876,-0.16508,-0.8633,0.4215,0.22148,0.88753,0.93037,0.31654,0.80682,0.17256,0.34476,0.89304,0.11963,-0.67966,0.99185,0.088442,0.063629,0.47091,-0.17419,-0.19153,-0.16303,-0.61985,-0.91551,-0.69955,-0.29077,-0.11275,-0.93754,0.72433,-0.48585,0.51288,0.11967,0.68652,0.64965,-0.1657,-0.21088,-0.54437,-0.44851,-0.63378,0.63047,-0.16904,-0.35874,0.2985,-0.96907,-0.77829,-0.47356,0.24124,-0.40332,-0.11105,0.52986,0.29008,0.88647,-0.3401,-0.96272,-0.26005,0.15708,0.46412,0.15363,-0.85111,-0.399,0.02521,-0.88882,-0.13332,-0.22957
